make,model,boom_length,arm_length,CWT,shoe_width,reach,swl,class
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,6,11680,50
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,7.5,8820,50
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,9,6850,50
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,10.5,5550,50
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,12,4630,50
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,13.5,3940,50
Volvo,EC480DLR RETRACT. UC,9,6,10300,800,Max,3510,50
CAT,6015,999,999,99999,999,7.5,25426,120
Komatsu,PC490LC-11,7.06,3.38,9600,900,3,15850,50
Komatsu,PC490LC-11,7.06,3.38,9600,900,4.6,17970,50
Komatsu,PC490LC-11,7.06,3.38,9600,900,6.1,14350,50
Komatsu,PC490LC-11,7.06,3.38,9600,900,7.6,9940,50
Komatsu,PC490LC-11,7.06,3.38,9600,900,9.1,8510,50
Komatsu,PC490LC-11,7.06,3.38,9600,900,Max,7560,50
Komatsu,PC490LC-11 SE,6.7,2.9,9600,600,7.5,11140,50
CAT,374,7.8,4.67,11240,900,1.5,16750,80
CAT,374,7.8,4.67,11240,900,3,13650,80
CAT,374,7.8,4.67,11240,900,4.5,18800,80
CAT,374,7.8,4.67,11240,900,6,20800,80
CAT,374,7.8,4.67,11240,900,7.5,16300,80
CAT,374,7.8,4.67,11240,900,9,12650,80
CAT,374,7.8,4.67,11240,900,10.5,10250,80
CAT,374,7.8,4.67,11240,900,12,8700,80
CAT,374,7.8,4.67,11240,900,Max,8550,80
CAT,374,7.8,4.67,11240,750,1.5,16750,80
CAT,374,7.8,4.67,11240,750,3,13650,80
CAT,374,7.8,4.67,11240,750,4.5,18800,80
CAT,374,7.8,4.67,11240,750,6,20800,80
CAT,374,7.8,4.67,11240,750,7.5,16050,80
CAT,374,7.8,4.67,11240,750,9,12450,80
CAT,374,7.8,4.67,11240,750,10.5,10100,80
CAT,374,7.8,4.67,11240,750,12,11350,80
CAT,374,7.8,4.67,11240,750,Max,8400,80
CAT,374,7.8,4.67,11240,650,1.5,16750,80
CAT,374,7.8,4.67,11240,650,3,13650,80
CAT,374,7.8,4.67,11240,650,4.5,18800,80
CAT,374,7.8,4.67,11240,650,6,20800,80
CAT,374,7.8,4.67,11240,650,7.5,15900,80
CAT,374,7.8,4.67,11240,650,9,12300,80
CAT,374,7.8,4.67,11240,650,10.5,10000,80
CAT,374,7.8,4.67,11240,650,12,8500,80
CAT,374,7.8,4.67,11240,650,Max,8300,80
CAT,374,7.8,4.15,11240,900,3,14550,80
CAT,374,7.8,4.15,11240,900,4.5,18300,80
CAT,374,7.8,4.15,11240,900,6,18700,80
CAT,374,7.8,4.15,11240,900,7.5,14300,80
CAT,374,7.8,4.15,11240,900,9,12750,80
CAT,374,7.8,4.15,11240,900,10.5,10350,80
CAT,374,7.8,4.15,11240,900,Max,9150,80
CAT,374,7.8,4.15,11240,750,3,14550,80
CAT,374,7.8,4.15,11240,750,4.5,18300,80
CAT,374,7.8,4.15,11240,750,6,18700,80
CAT,374,7.8,4.15,11240,750,7.5,14300,80
CAT,374,7.8,4.15,11240,750,9,12550,80
CAT,374,7.8,4.15,11240,750,10.5,10200,80
CAT,374,7.8,4.15,11240,750,Max,9050,80
CAT,374,7.8,4.15,11240,650,3,14550,80
CAT,374,7.8,4.15,11240,650,4.5,18300,80
CAT,374,7.8,4.15,11240,650,6,18700,80
CAT,374,7.8,4.15,11240,650,7.5,14300,80
CAT,374,7.8,4.15,11240,650,9,12450,80
CAT,374,7.8,4.15,11240,650,10.5,10100,80
CAT,374,7.8,4.15,11240,650,Max,8950,80
CAT,374,7.8,3.6,11240,900,3,26350,80
CAT,374,7.8,3.6,11240,900,4.5,26800,80
CAT,374,7.8,3.6,11240,900,6,16100,80
CAT,374,7.8,3.6,11240,900,7.5,16650,80
CAT,374,7.8,3.6,11240,900,9,12950,80
CAT,374,7.8,3.6,11240,900,10.5,10550,80
CAT,374,7.8,3.6,11240,900,Max,9900,80
CAT,374,7.8,3.6,11240,750,3,26350,80
CAT,374,7.8,3.6,11240,750,4.5,26800,80
CAT,374,7.8,3.6,11240,750,6,16100,80
CAT,374,7.8,3.6,11240,750,7.5,16400,80
CAT,374,7.8,3.6,11240,750,9,12750,80
CAT,374,7.8,3.6,11240,750,10.5,10400,80
CAT,374,7.8,3.6,11240,750,Max,9750,80
CAT,374,7.8,3.6,11240,650,3,26350,80
CAT,374,7.8,3.6,11240,650,4.5,26800,80
CAT,374,7.8,3.6,11240,650,6,16100,80
CAT,374,7.8,3.6,11240,650,7.5,16300,80
CAT,374,7.8,3.6,11240,650,9,12600,80
CAT,374,7.8,3.6,11240,650,10.5,10300,80
CAT,374,7.8,3.6,11240,650,Max,9650,80
CAT,374,7.8,2.84,11240,900,4.5,23150,80
CAT,374,7.8,2.84,11240,900,6,19800,80
CAT,374,7.8,2.84,11240,900,7.5,15350,80
CAT,374,7.8,2.84,11240,900,9,13050,80
CAT,374,7.8,2.84,11240,900,10.5,10950,80
CAT,374,7.8,2.84,11240,900,Max,10800,80
CAT,374,7.8,2.84,11240,750,4.5,23150,80
CAT,374,7.8,2.84,11240,750,6,19800,80
CAT,374,7.8,2.84,11240,750,7.5,15350,80
CAT,374,7.8,2.84,11240,750,9,12850,80
CAT,374,7.8,2.84,11240,750,10.5,10750,80
CAT,374,7.8,2.84,11240,750,Max,10650,80
CAT,374,7.8,2.84,11240,650,4.5,23150,80
CAT,374,7.8,2.84,11240,650,6,19800,80
CAT,374,7.8,2.84,11240,650,7.5,15350,80
CAT,374,7.8,2.84,11240,650,9,12750,80
CAT,374,7.8,2.84,11240,650,10.5,10650,80
CAT,374,7.8,2.84,11240,650,Max,10500,80
CAT,374,7,2.57,11240,900,3,27350,80
CAT,374,7,2.57,11240,900,4.5,21750,80
CAT,374,7,2.57,11240,900,6,16700,80
CAT,374,7,2.57,11240,900,7.5,16800,80
CAT,374,7,2.57,11240,900,9,13150,80
CAT,374,7,2.57,11240,900,Max,12550,80
CAT,374,7,2.57,11240,750,3,27350,80
CAT,374,7,2.57,11240,750,4.5,21750,80
CAT,374,7,2.57,11240,750,6,16700,80
CAT,374,7,2.57,11240,750,7.5,16550,80
CAT,374,7,2.57,11240,750,9,12950,80
CAT,374,7,2.57,11240,750,Max,12350,80
CAT,374,7,2.57,11240,650,3,27350,80
CAT,374,7,2.57,11240,650,4.5,21750,80
CAT,374,7,2.57,11240,650,6,16700,80
CAT,374,7,2.57,11240,650,7.5,16400,80
CAT,374,7,2.57,11240,650,9,12800,80
CAT,374,7,2.57,11240,650,Max,12250,80
CAT,395,7.25,2.92,15450,650,3,27650,100
CAT,395,7.25,2.92,15450,650,4.5,28950,100
CAT,395,7.25,2.92,15450,650,6,19800,100
CAT,395,7.25,2.92,15450,650,7.5,23050,100
CAT,395,7.25,2.92,15450,650,9,18500,100
CAT,395,7.25,2.92,15450,650,Max,16250,100
CAT,395,7.25,2.92,15450,750,3,27650,100
CAT,395,7.25,2.92,15450,750,4.5,28950,100
CAT,395,7.25,2.92,15450,750,6,19800,100
CAT,395,7.25,2.92,15450,750,7.5,23050,100
CAT,395,7.25,2.92,15450,750,9,18650,100
CAT,395,7.25,2.92,15450,750,Max,16400,100
CAT,395,7.25,2.92,15450,900,3,27650,100
CAT,395,7.25,2.92,15450,900,4.5,28950,100
CAT,395,7.25,2.92,15450,900,6,19800,100
CAT,395,7.25,2.92,15450,900,7.5,23050,100
CAT,395,7.25,2.92,15450,900,9,18850,100
CAT,395,7.25,2.92,15450,900,1111,16500,100
Volvo,EC550E,6.5,2.55,10600,600,3,21630,50
Volvo,EC550E,6.5,2.55,10600,600,4.5,18660,50
Volvo,EC550E,6.5,2.55,10600,600,6,15460,50
Volvo,EC550E,6.5,2.55,10600,600,7.5,13050,50
Volvo,EC550E,6.5,2.55,10600,600,1111,10360,50
Volvo,EC550E,6.5,3,10600,600,3,21810,50
Volvo,EC550E,6.5,3,10600,600,4.5,20920,50
Volvo,EC550E,6.5,3,10600,600,6,15290,50
Volvo,EC550E,6.5,3,10600,600,7.5,12850,50
Volvo,EC550E,6.5,3,10600,600,9,10030,50
Volvo,EC550E,6.5,3,10600,600,1111,9680,50
Volvo,EC550E,7,2.55,10600,600,3,24240,50
Volvo,EC550E,7,2.55,10600,600,4.5,16090,50
Volvo,EC550E,7,2.55,10600,600,6,15120,50
Volvo,EC550E,7,2.55,10600,600,7.5,12850,50
Volvo,EC550E,7,2.55,10600,600,9,10040,50
Volvo,EC550E,7,2.55,10600,600,1111,9460,50
Volvo,EC550E,7,3,10600,600,3,15900,50
Volvo,EC550E,7,3,10600,600,4.5,19930,50
Volvo,EC550E,7,3,10600,600,6,16670,50
Volvo,EC550E,7,3,10600,600,7.5,12640,50
Volvo,EC550E,7,3,10600,600,9,9880,50
Volvo,EC550E,7,3,10600,600,1111,8850,50
Volvo,EC550E,7,3.35,10600,600,1.5,20300,50
Volvo,EC550E,7,3.35,10600,600,3,15720,50
Volvo,EC550E,7,3.35,10600,600,4.5,15870,50
Volvo,EC550E,7,3.35,10600,600,6,16180,50
Volvo,EC550E,7,3.35,10600,600,7.5,12670,50
Volvo,EC550E,7,3.35,10600,600,9,9870,50
Volvo,EC550E,7,3.35,10600,600,1111,8480,50
Volvo,EC550E,7,3.9,10600,600,1.5,11000,50
Volvo,EC550E,7,3.9,10600,600,3,15430,50
Volvo,EC550E,7,3.9,10600,600,4.5,19020,50
Volvo,EC550E,7,3.9,10600,600,6,14120,50
Volvo,EC550E,7,3.9,10600,600,7.5,12570,50
Volvo,EC550E,7,3.9,10600,600,9,9750,50
Volvo,EC550E,7,3.9,10600,600,10.5,8020,50
Volvo,EC550E,7,3.9,10600,600,1111,7410,50
CAT,352,6.9,3.9,9800,600,7.5,9550,50
CAT,352,6.9,3.9,9800,600,9,7500,50
